"j","mu","sigma_2"
151,-0.0127679239361671,0.00107796885020615
152,0.0094968671626497,0.00165772841404219
153,0.0139360254593349,0.00177423245372112
154,0.0169079354212209,0.00213146894174199
155,0.0219068520055799,0.00127924820968453
156,0.0231565235248901,0.00230459578756464
157,-0.000336645063988909,0.00235671386164854
158,0.0201000004625813,0.00213010772901375
159,0.00243687022425528,0.0016378474888565
160,0.00166629478054362,0.00175163984474548
161,0.0051228757267425,0.00174528620555648
162,0.0144618023426793,0.00101948434288286
163,-0.00604642701718337,0.00112051475969062
164,0.00969104413867219,0.00166531527518658
165,-0.01232128393057,0.00156602928303593
166,0.00276857225222504,0.00131434376640555
167,-0.0235937035854677,0.00245728790048258
168,0.00627293641548198,0.00168209851708524
169,0.00844125630166799,0.00176100985083253
170,0.0269768965366711,0.00109438295517562
171,0.00715314692648557,0.0012120252778499
172,-0.0226747122327407,0.00235992943466267
173,-0.013949482633715,0.00156266749677111
174,-0.00354193253775343,0.00151581631102104
175,-0.0346301090526736,0.00286146115658417
176,-0.00898426594370278,0.00130264721605798
177,-0.0154225861819495,0.00120314943076827
178,-0.0114878611092333,0.00154954291540324
179,0.00852210692245064,0.00139181523816161
180,-0.0119126251900277,0.00105811588672769
181,0.00895237532195986,0.00151549554959455
182,-0.0214426834294443,0.00116173172595114
183,-0.00733341030391199,0.00141826770605722
184,-0.0117106677832123,0.00129170263176886
185,0.025032503016053,0.00166008625713808
186,-0.0172224719300665,0.000777346027143647
187,0.0015207623067327,0.00119515349962649
188,-0.0153514721611179,0.00100443074245652
189,-0.0184812629999298,0.00121659080364968
190,0.00869509879494134,0.00121328822384884
191,0.00755229900640809,0.00157459672962439
192,0.0238820176479206,0.00106997110754374
193,0.00775048621740939,0.00165995088196753
194,0.00994864444153272,0.00131933009834249
195,0.000334305988269735,0.00181562035988651
196,-0.00662558585693698,0.0013884846588222
197,0.0161898065011921,0.00178883818376759
198,-0.0106802364078238,0.00130676044471091
199,-0.00408674105608641,0.00213628372985679
200,-0.00448517951398595,0.0019307343225579
201,-0.0151364460581195,0.000700641938289741
202,-3.28757648808812,0.00242228412565359
