"j","mu","sigma_2"
101,-0.000747789569976925,0.00107213721028398
102,0.00810734785489453,0.000861916321493313
103,-0.0209558351507484,0.000547691870697943
104,0.0189885046108343,0.00050443789619646
105,-0.00521182624373395,0.000917841232471559
106,0.00343573426676858,0.00144265780249359
107,0.00992969700666457,0.000988397782865198
108,0.0039537141796063,0.00126203094365417
109,7.05110096531625e-05,0.00100129338160757
110,-0.00745688065934547,0.00159702760611004
111,-0.00241765543376025,0.00095200603796972
112,0.0129017562919981,0.000865902910106236
113,-0.00164210808534526,0.000708545219287744
114,-0.00958468434207149,0.000419316788192236
115,0.0265038302345184,0.00211367631427813
116,0.00341791647292189,0.000795347349934741
117,0.000848883559044084,0.00135394931008589
118,-0.00374474102295225,0.0010061694777757
119,-0.0137422167843618,0.00112517568026894
120,-0.000266607020170617,0.00105733003244104
121,-0.000873390690185508,0.00173082150001766
122,0.00115170553820329,0.00101797365061695
123,-0.00607170764419575,0.00200684426115565
124,-0.0329107862016406,0.00197525713318587
125,-0.0216204567999628,0.000706283729295181
126,-0.00930935903302188,0.00081539284656244
127,0.0149672549856272,0.00147552567888164
128,-0.00336150501502408,0.000813601967145968
129,-0.00295868030680846,0.00095127411865251
130,0.00819262351361287,0.00152252692968814
131,-0.00192464957684441,0.00162180034180041
132,-0.00436216040473725,0.00203915349333388
133,-0.0142687355877074,0.000762745545102101
134,0.00208394647405874,0.00128812551102708
135,0.0410580745450993,0.00131679447994237
136,-0.000341801428034305,0.000883543235264958
137,-0.000765263362145496,0.000706115352269443
138,-0.0144499428778574,0.00108019611332916
139,-0.00513538504605213,0.000496227915310489
140,0.0260789808515974,0.00138294643344279
141,0.0255949892365986,0.00127364437133045
142,0.0236001639604139,0.00105925203059809
143,0.00748225733893604,0.00158992790568887
144,0.00203468797987005,0.00117877664943518
145,-0.00432490130866506,0.00146038125889737
146,0.022125930036319,0.000878222671804133
147,0.00684280299699203,0.000991449344498064
148,0.022813941962124,0.00176049914195687
149,0.00200780430117868,0.00119059355405094
150,-0.00730404419975356,0.0013073247274
151,-0.0114346593743941,0.000758013880727874
152,0.00934771374834087,0.00115508425488663
153,0.0134477894351275,0.001244092088709
154,0.0160575027779035,0.00148777136687217
155,0.0207395754136317,0.000897982701776761
156,0.0235958040640415,0.00162149338384552
157,0.000259426761303497,0.00163206258711646
158,0.0202916005897347,0.00149413861102142
159,0.0023931282042677,0.00114406521648791
160,0.00343716238722613,0.0012173579194961
161,0.00414373569405174,0.00120773696351534
162,0.0143312667358912,0.00072772070920643
163,-0.00527626611210055,0.000783343102127728
164,0.00865886029775725,0.00116237975478277
165,-0.0120352509172229,0.00109705688217604
166,0.00238283441024037,0.000918567954142363
167,-0.0228162653421238,0.00171754900556834
168,0.00572442655722089,0.00117331263575544
169,0.0077612643046252,0.00122430030108366
170,0.0275192964535504,0.000781741116307757
171,0.00623514664460467,0.000845985321123633
172,-0.0214842885303717,0.00164176460940851
173,-0.0128586092169406,0.00110128922172666
174,-0.00292416092193837,0.00105602394465157
175,-0.0349903278164193,0.00199457481013227
176,-0.00788551091041306,0.000911351360155133
177,-0.0149125396663816,0.000847767900370807
178,-0.0105225999253203,0.00108632915996545
179,0.00762449293662848,0.00097561506020728
180,-0.0116695165122835,0.000745600826873266
181,0.00959151504744143,0.00107162208565
182,-0.0217754010368595,0.000820503794788292
183,-0.00670934015589766,0.000992627857692191
184,-0.0103800766433078,0.000905739428322721
185,0.0244704024633774,0.00116425937610492
186,-0.0173680269908419,0.000555113113144757
187,0.000971917450858904,0.000835946091935667
188,-0.0150273160843385,0.000710490177752587
189,-0.0192917379425931,0.000861000424549384
190,0.00823205040107056,0.000851815433331321
191,0.00645798981320655,0.00109858552660529
192,0.0241813541083042,0.000761340297294505
193,0.00698290697229154,0.00115922473398636
194,0.00924644229036364,0.000924209192546483
195,0.00101119969292723,0.00126196137658643
196,-0.00704269445997963,0.000972245455261461
197,0.0171211472194143,0.00126615229785888
198,-0.00967007965558553,0.000916486471014584
199,-0.00328826565550272,0.001483191396518
200,-0.00397870184199353,0.00134376502653134
201,-0.014437947635809,0.000493807104008337
