"j","mu","sigma_2"
91,-0.00324033130932808,0.00146773018471197
92,-0.00353537589400512,0.00181171130067456
93,-0.0133498704209176,0.00147218607542676
94,-0.00790234435314641,0.000902538077479441
95,-0.00348208340839928,0.00218614037706375
96,-0.00557368720871512,0.0025029109028498
97,0.0222177618283194,0.00144965942736071
98,0.00102321815745948,0.00203548132275926
99,-0.00547137947811294,0.0015034005382067
100,-0.00259206461151733,0.00144271347135532
101,-0.000870678247419963,0.00165760117566014
102,0.00828419642621839,0.00136554003966835
103,-0.0207234831964435,0.00082611154406954
104,0.0188853359611209,0.000783928575168607
105,-0.00549172956052639,0.00143893037638893
106,0.00430237514916451,0.00231519209075674
107,0.00853827761460602,0.00155584940807122
108,0.00336115060328839,0.00196905734447907
109,0.00141273671094076,0.00156191367154172
110,-0.00797338597857901,0.00249775577473408
111,-0.00187219840787267,0.0015198434957222
112,0.0139326425201998,0.00136466886982594
113,-0.00136285852197794,0.00110347597928685
114,-0.00974397879473707,0.000638388670191966
115,0.025704991527527,0.00332544518212888
116,0.00427262275184787,0.00126892029266238
117,0.000483887740778658,0.00210800887766162
118,-0.00357504213257455,0.00159458950338923
119,-0.0140448412474352,0.00174864703357145
120,-0.00104869719405873,0.00166692762634473
121,-0.00129513884377415,0.0027469519250748
122,0.00225627756963715,0.00158806186507912
123,-0.0069759191671444,0.00324665156192167
124,-0.0342096171848339,0.00309014849195411
125,-0.0215499500124811,0.00107823369052965
126,-0.00905782937601971,0.00127530869782908
127,0.0161429367320679,0.00234949867575605
128,-0.00398382506880723,0.00130074546030834
129,-0.00282697730886786,0.00146545863568043
130,0.00833621056811514,0.00242773904329805
131,-0.00370871182868766,0.00254181125062023
132,-0.00508025290839134,0.00326951821844297
133,-0.0140813322804424,0.00117994159144657
134,0.00127246692223776,0.00205531585448209
135,0.0402545239924035,0.00207191179283814
136,2.77805461923458e-05,0.0013797669714111
137,-0.000777717124147521,0.00111025564011756
138,-0.0143108801558958,0.00165432552248443
139,-0.00517905283537575,0.000773580420269634
140,0.027706300474264,0.00217943928180606
141,0.0251114982110167,0.0019444679601517
142,0.0239638364623311,0.00165590467881224
143,0.00831223665332093,0.00251275557018264
144,0.00123286676784256,0.00191874671780377
145,-0.00413245866528719,0.00233977306183804
146,0.0222840766868813,0.00130101003391955
147,0.00644747322685301,0.00150107333000526
148,0.0231081987691204,0.00271146789136505
149,0.00321532004051234,0.00189270662177882
150,-0.00765342613735028,0.00203995095314712
151,-0.0128304118973832,0.00117719997331495
152,0.0095527784042692,0.00182270787209377
153,0.0141277900787599,0.00193217411144341
154,0.0172065827004073,0.00236352267546281
155,0.0219751887151362,0.00137843946884551
156,0.0232678447663098,0.00255892215459925
157,-0.000224488666793072,0.00262603012383098
158,0.0200106178260907,0.00231000772502331
159,0.00223190388884753,0.00180438048811244
160,0.00130963735764539,0.00193482897339982
161,0.00522966569073104,0.00196994202654506
162,0.0143431978796664,0.00112438096467687
163,-0.00604236388343523,0.00125823706507441
164,0.00994623033453576,0.0018357121383821
165,-0.012497395794665,0.00171267465205194
166,0.00270157456504279,0.00146824188942078
167,-0.0239768320127851,0.00266941813510621
168,0.00658905803226618,0.00186442244869491
169,0.00822930890850253,0.00193940167508574
170,0.026851288748018,0.00118958727148172
171,0.00707841526681696,0.00134616862096156
172,-0.0227122257032976,0.00256056182855103
173,-0.0140535600986145,0.00167451578712704
174,-0.00376451037276254,0.00163455987101968
175,-0.034312666469948,0.00314709725280605
176,-0.00883823771863395,0.00144644969133697
177,-0.0153544615413187,0.00131524866973103
178,-0.0116235142149684,0.00168030330924011
179,0.00867148613165626,0.00150353674522522
180,-0.011995330176479,0.00115197272731854
181,0.00884896998490155,0.00164860090479521
182,-0.0215004064551436,0.00129422364259949
183,-0.00736075712460281,0.00158111951336204
184,-0.0120801544294489,0.00140707659016433
185,0.0250281429798421,0.00184279835513469
186,-0.0172187229667577,0.000865024321421783
187,0.00161294819174503,0.00132118418330524
188,-0.0153334427294436,0.00109351010820104
189,-0.0185321809014538,0.00134577401513238
190,0.00890166927267518,0.0013586039881646
191,0.00748255826317831,0.00172862007934171
192,0.0236507160406286,0.00114340135911877
193,0.00773574811517424,0.00182403759852299
194,0.00996280383803893,0.0014245384558564
195,0.000498585667239252,0.00200158834612389
196,-0.00650361168077785,0.0015124314292941
197,0.0162702147741731,0.00195944392136157
198,-0.0108063963164692,0.00145390432238948
199,-0.00419473572457863,0.00237279786589273
200,-0.00456599235426096,0.00212144375797994
201,-0.015127653718192,0.000758722018062272
202,-3.2683787947043,0.0079292484008637
